user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
WM12_S7_MAGScoT_cleanbin_000007	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_030157685.1, s__Ferruginibacter sp030157685, 95.0, 87.93, 0.359; GCA_016715365.1, s__Ferruginibacter sp016715365, 95.0, 86.01, 0.314; GCA_016710935.1, s__Ferruginibacter sp016710935, 95.0, 84.45, 0.256	95.65	11	0.98355	N/A
WM12_S7_MAGScoT_cleanbin_000008	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA1113;f__UBA1113;g__JABEVJ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA1113;f__UBA1113;g__JABEVJ01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	97.74	11	0.97068	N/A
WM12_S7_MAGScoT_cleanbin_000009	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	95.27	11	0.97635	N/A
WM12_S7_MAGScoT_cleanbin_000010	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__CAIVPM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__CAIVPM01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	96.64	11	0.98513	N/A
WM12_S7_MAGScoT_cleanbin_000011	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	GCF_016185115.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__Polaromonas sp016185115	88.06	0.485	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	90.67	11	0.99243	N/A
WM12_S7_MAGScoT_cleanbin_000012	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__UBA2475;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__UBA2475;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013816615.1, s__UBA2475 sp013816615, 95.0, 84.55, 0.254; GCA_016787705.1, s__UBA2475 sp016787705, 95.0, 83.36, 0.243	94.42	11	0.98466	N/A
WM12_S7_MAGScoT_cleanbin_000013	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__JADJDM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__JADJDM01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	94.34	11	0.98756	N/A
WM12_S7_MAGScoT_cleanbin_000014	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Ga0077523;g__Ga0077523;s__	N/A	N/A	N/A	N/A	N/A	GCA_025350245.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Ga0077523;g__Ga0077523;s__Ga0077523 sp025350245	87.51	0.418	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Ga0077523;g__Ga0077523;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	94.76	11	0.98374	N/A
WM12_S7_MAGScoT_cleanbin_000015	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;s__	N/A	N/A	N/A	N/A	N/A	GCA_947504705.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;s__Tabrizicola sp947504705	85.52	0.324	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963205235.1, s__Tabrizicola sp963205235, 95.0, 85.84, 0.357	95.01	11	0.99286	N/A
WM12_S7_MAGScoT_cleanbin_000016	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__	N/A	N/A	N/A	N/A	N/A	GCA_947474005.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__Reyranella sp947474005	93.44	0.725	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945903635.1, s__Reyranella sp945903635, 95.0, 91.12, 0.573; GCA_030679805.1, s__Reyranella sp030679805, 95.0, 89.98, 0.479; GCA_029946105.1, s__Reyranella sp029946105, 95.0, 89.01, 0.519; GCA_030681635.1, s__Reyranella sp030681635, 95.0, 88.28, 0.317; GCA_945860205.1, s__Reyranella massiliensis_B, 95.0, 87.62, 0.405; GCF_004296935.1, s__Reyranella sp004296935, 95.0, 87.17, 0.383; GCA_010032545.1, s__Reyranella sp010032545, 95.0, 87.1, 0.348; GCA_945862125.1, s__Reyranella massiliensis_A, 95.0, 86.83, 0.366; GCA_016191685.1, s__Reyranella sp016191685, 95.0, 86.6, 0.323; GCA_001767945.1, s__Reyranella sp001767945, 95.0, 86.11, 0.319; GCA_030684475.1, s__Reyranella sp030684475, 95.0, 86.01, 0.265; GCA_004296815.1, s__Reyranella sp004296815, 95.0, 85.42, 0.187; GCA_019745575.1, s__Reyranella sp019745575, 95.0, 85.04, 0.236; GCA_937919085.1, s__Reyranella sp937919085, 95.0, 84.61, 0.206; GCA_937915145.1, s__Reyranella sp937915145, 95.0, 84.13, 0.201; GCA_947466085.1, s__Reyranella sp947466085, 95.0, 83.52, 0.153; GCA_945905835.1, s__Reyranella sp945905835, 95.0, 82.96, 0.152; GCF_020880995.1, s__Reyranella aquatilis, 95.0, 82.88, 0.157; GCF_019039055.1, s__Reyranella sp019039055, 95.0, 82.65, 0.157; GCF_030651995.1, s__Reyranella sp030651995, 95.0, 82.41, 0.15; GCA_945952105.1, s__Reyranella sp945952105, 95.0, 82.29, 0.156	94.56	11	0.99302	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WM12_S7_MAGScoT_cleanbin_000017	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.39	11	0.98313	N/A
WM12_S7_MAGScoT_cleanbin_000018	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp017996795	GCA_017996795.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp017996795	95.8	0.81	GCA_017996795.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp017996795	95.8	0.81	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002281875.1, s__Sediminibacterium sp002281875, 95.0, 90.22, 0.628; GCA_001829005.1, s__Sediminibacterium sp001829005, 95.0, 90.03, 0.621; GCF_030695065.1, s__Sediminibacterium sp030695065, 95.0, 87.36, 0.49; GCA_002281575.1, s__Sediminibacterium sp002281575, 95.0, 86.88, 0.47; GCA_002786355.1, s__Sediminibacterium sp002786355, 95.0, 84.2, 0.281	87.85	11	N/A	N/A
WM12_S7_MAGScoT_cleanbin_000019	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA4096;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA4096;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.41	11	0.95191	N/A
WM12_S7_MAGScoT_cleanbin_000020	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.91	11	0.95937	N/A
WM12_S7_MAGScoT_cleanbin_000021	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	N/A	N/A	N/A	N/A	N/A	GCA_902826195.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp902826195	93.84	0.597	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_030413175.1, s__Bradyrhizobium sp030413175, 95.0, 90.21, 0.559; GCF_018130385.1, s__Bradyrhizobium sp018130385, 95.0, 86.69, 0.316; GCF_018596315.1, s__Bradyrhizobium sp018596315, 95.0, 86.52, 0.295; GCA_013822885.1, s__Bradyrhizobium sp013822885, 95.0, 86.52, 0.197; GCF_023101085.1, s__Bradyrhizobium sp023101085, 95.0, 86.45, 0.3; GCF_003062295.1, s__Bradyrhizobium algeriense, 95.0, 86.44, 0.294; GCA_029946075.1, s__Bradyrhizobium sp029946075, 95.0, 86.29, 0.184; GCF_023073415.1, s__Bradyrhizobium sp023073415, 95.0, 86.02, 0.288; GCF_023100945.1, s__Bradyrhizobium sp023100945, 95.0, 85.99, 0.271; GCF_001440475.1, s__Bradyrhizobium lablabi, 95.0, 85.56, 0.247; GCF_001440395.1, s__Bradyrhizobium jicamae, 95.0, 85.45, 0.239; GCF_009930815.1, s__Bradyrhizobium sp009930815, 95.0, 85.45, 0.238; GCF_001693515.2, s__Bradyrhizobium paxllaeri, 95.0, 85.43, 0.245; GCF_029051645.1, s__Bradyrhizobium sp029051645, 95.0, 85.37, 0.232; GCF_001440405.1, s__Bradyrhizobium valentinum, 95.0, 85.22, 0.217; GCA_023387735.1, s__Bradyrhizobium sp023387735, 95.0, 85.0, 0.275; GCF_029714305.1, s__Bradyrhizobium sp029714305, 95.0, 84.93, 0.226; GCA_023422775.1, s__Bradyrhizobium sp023422775, 95.0, 84.86, 0.265; GCF_001693485.1, s__Bradyrhizobium sp001693485, 95.0, 84.84, 0.227; GCF_001693385.1, s__Bradyrhizobium icense, 95.0, 84.76, 0.216; GCF_018398875.1, s__Bradyrhizobium sp018398875, 95.0, 84.65, 0.206; GCF_013114835.1, s__Bradyrhizobium archetypum, 95.0, 84.61, 0.231; GCF_018398895.1, s__Bradyrhizobium sp018398895, 95.0, 84.57, 0.2; GCF_000472965.1, s__Bradyrhizobium murdochi, 95.0, 84.56, 0.215; GCF_013114825.1, s__Bradyrhizobium australiense, 95.0, 84.54, 0.227; GCF_001440415.1, s__Bradyrhizobium retamae, 95.0, 84.51, 0.201; GCF_020329435.1, s__Bradyrhizobium hereditatis, 95.0, 84.1, 0.193; GCF_005937885.2, s__Bradyrhizobium sp005937885, 95.0, 83.38, 0.154; GCA_017305715.1, s__Bradyrhizobium sp017305715, 95.0, 83.31, 0.15; GCF_022844465.1, s__Bradyrhizobium sp022844465, 95.0, 82.85, 0.198	84.25	11	0.99603	Genome has more than 11.7% of markers with multiple hits;Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WM12_S7_MAGScoT_cleanbin_000022	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__GWA2-66-18;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__GWA2-66-18;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016191335.1, s__GWA2-66-18 sp016191335, 95.0, 83.62, 0.182; GCA_016182905.1, s__GWA2-66-18 sp016182905, 95.0, 82.71, 0.156	87.79	11	0.97829	N/A
WM12_S7_MAGScoT_cleanbin_000023	d__Bacteria;p__Bacteroidota;c__Kapaibacteriia;o__Kapaibacteriales;f__UBA2268;g__JAPLFM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Kapaibacteriia;o__Kapaibacteriales;f__UBA2268;g__JAPLFM01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	86.65	11	0.86346	N/A
WM12_S7_MAGScoT_cleanbin_000024	d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__CAIPTA01;f__CAIPTA01;g__JAKFYM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__CAIPTA01;f__CAIPTA01;g__JAKFYM01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	82.4	11	0.88377	N/A
WM12_S7_MAGScoT_cleanbin_000025	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	84.01	11	0.92707	N/A
WM12_S7_MAGScoT_cleanbin_000026	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	86.04	11	0.96203	N/A
WM12_S7_MAGScoT_cleanbin_000028	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__	N/A	N/A	N/A	N/A	N/A	GCA_963205005.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__Phenylobacterium sp963205005	89.9	0.5	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	83.1	11	0.99634	N/A
WM12_S7_MAGScoT_cleanbin_000029	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__JAGPUQ01;s__JAGPUQ01 sp016191205	GCA_016191205.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__JAGPUQ01;s__JAGPUQ01 sp016191205	96.69	0.698	GCA_016191205.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__JAGPUQ01;s__JAGPUQ01 sp016191205	96.69	0.698	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__JAGPUQ01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_016708925.1, s__JAGPUQ01 sp016708925, 95.0, 91.24, 0.565	82.14	11	N/A	N/A
WM12_S7_MAGScoT_cleanbin_000030	d__Bacteria;p__Bacteroidota;c__Kapaibacteriia;o__Kapaibacteriales;f__Kapaibacteriaceae;g__Kapaibacterium;s__	N/A	N/A	N/A	N/A	N/A	GCA_018266735.1	95.0	d__Bacteria;p__Bacteroidota;c__Kapaibacteriia;o__Kapaibacteriales;f__Kapaibacteriaceae;g__Kapaibacterium;s__Kapaibacterium sp018266735	89.4	0.574	d__Bacteria;p__Bacteroidota;c__Kapaibacteriia;o__Kapaibacteriales;f__Kapaibacteriaceae;g__Kapaibacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	81.67	11	0.99412	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WM12_S7_MAGScoT_cleanbin_000031	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_947457715.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas sp947457715	85.71	0.154	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_013004105.1, s__Gemmatimonas groenlandica, 95.0, 89.21, 0.488; GCA_945870175.1, s__Gemmatimonas phototrophica_A, 95.0, 86.77, 0.193; GCA_947461225.1, s__Gemmatimonas sp947461225, 95.0, 86.54, 0.223; GCA_903894655.1, s__Gemmatimonas sp903894655, 95.0, 86.38, 0.153; GCA_002737115.1, s__Gemmatimonas sp002737115, 95.0, 85.81, 0.198; GCA_947462095.1, s__Gemmatimonas sp947462095, 95.0, 85.72, 0.185; GCA_903900795.1, s__Gemmatimonas sp903900795, 95.0, 84.95, 0.167	80.87	11	0.98366	N/A
WM12_S7_MAGScoT_cleanbin_000032	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Nanopelagicales;f__Nanopelagicaceae;g__Nanopelagicus;s__Nanopelagicus sp016462445	GCA_016462445.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Nanopelagicales;f__Nanopelagicaceae;g__Nanopelagicus;s__Nanopelagicus sp016462445	98.99	0.927	GCA_016462445.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Nanopelagicales;f__Nanopelagicaceae;g__Nanopelagicus;s__Nanopelagicus sp016462445	98.99	0.927	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Nanopelagicales;f__Nanopelagicaceae;g__Nanopelagicus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_947486485.1, s__Nanopelagicus sp947486485, 95.0, 94.85, 0.849; GCA_000378865.1, s__Nanopelagicus sp000378865, 95.0, 90.79, 0.526	78.63	11	N/A	N/A
WM12_S7_MAGScoT_cleanbin_000033	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__Afipia broomeae	GCF_000314675.2	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__Afipia broomeae	97.78	0.862	GCF_000314675.2	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__Afipia broomeae	97.78	0.862	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000497575.1, s__Afipia sp000497575, 95.0, 90.47, 0.548; GCA_017474385.1, s__Afipia sp017474385, 95.0, 89.72, 0.407; GCF_014203115.1, s__Afipia massiliensis, 95.0, 86.44, 0.248; GCF_000308295.2, s__Afipia birgiae, 95.0, 86.04, 0.242; GCF_000336555.1, s__Afipia clevelandensis, 95.0, 85.94, 0.202; GCF_001006325.2, s__Afipia massiliensis_A, 95.0, 85.72, 0.243; GCA_030652315.1, s__Afipia sp030652315, 95.0, 85.58, 0.205; GCA_024707075.1, s__Afipia sp024707075, 95.0, 85.46, 0.181; GCA_024508675.1, s__Afipia sp024508675, 95.0, 85.26, 0.193; GCF_021502575.1, s__Afipia sp021502575, 95.0, 84.29, 0.155	77.14	11	N/A	N/A
WM12_S7_MAGScoT_cleanbin_000034	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	N/A	N/A	N/A	N/A	N/A	GCA_018401645.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp018401645	89.32	0.438	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_903911165.1, s__Mycobacterium sp903911165, 95.0, 86.7, 0.178	72.95	11	0.99505	N/A
WM12_S7_MAGScoT_cleanbin_000035	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA1547;g__UBA1547;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA1547;g__UBA1547;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	73.6	11	0.96034	N/A
WM12_S7_MAGScoT_cleanbin_000036	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UKL13-3;g__UKL13-3;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UKL13-3;g__UKL13-3;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	69.0	11	0.97444	N/A
WM12_S7_MAGScoT_cleanbin_000037	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__S36-B12;g__UBA10649;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__S36-B12;g__UBA10649;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	68.62	11	0.95531	N/A
WM12_S7_MAGScoT_cleanbin_000038	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA2100;g__UBA10103;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA2100;g__UBA10103;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	69.71	11	0.94702	N/A
WM12_S7_MAGScoT_cleanbin_000039	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__JAGQSI01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__JAGQSI01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	68.66	11	0.97928	N/A
WM12_S7_MAGScoT_cleanbin_000040	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA2100;g__UBA10103;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA2100;g__UBA10103;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	68.86	11	0.98498	N/A
